,action_onnut,action_virtual,reward_onnut,reward_virtual,travel_time_onnut,travel_time_virtual,teleport_number
0,1,1,0,0,0.48748812674504244,0.0,0
1,1,1,11,0,134.27251850829992,0.0,0
2,2,1,6,0,0.5988061347070402,0.21953587533259658,0
3,2,1,0,0,261.65701372393477,489.4028292082683,0
4,2,1,0,0,0.06199192409623154,0.3348889428196877,0
5,1,1,1,2,17.20068720740807,4.988769447670094,0
6,1,3,0,12,56.465414930652024,89.20954798531349,0
7,1,1,13,10,134.3851583817877,0.5597843998167968,0
8,2,1,1,2,15.632259488612041,89.20651314228779,0
9,2,1,83,7,0.8646035315525404,0.28636434198403377,0
10,2,1,101,8,2.0846811934629046,0.2973895318790088,0
11,1,1,82,10,50.38931696583026,28.3076350794754,0
12,1,1,62,13,7.757692531253492,57.76689419332095,0
13,1,1,53,13,0.9125258722785511,37.261942765248726,0
14,2,1,90,14,0.6877607133707285,29.200975911395492,0
15,2,1,109,12,46.171453934491765,303.74364452222414,0
16,2,1,85,27,126.59930297955702,6.22451039651598,0
17,1,3,72,23,0.6172879192200819,0.8053740352707296,0
18,1,1,65,18,0.7192606147064982,0.38975125971534313,0
19,1,1,55,3,25.15597795733219,116.51123482304175,0
20,2,1,89,10,0.815595202833563,0.25040084867995843,0
21,2,1,105,27,117.5014601320364,0.3148511251895865,0
22,2,1,73,16,108.99402621743955,0.39259177840874443,0
23,1,1,90,11,363.2669982246908,19.910824783911828,0
24,1,1,71,14,0.8387449195602199,16.628785153008344,0
25,1,3,75,18,3.539038204508273,0.7562658325999605,0
26,2,1,108,17,10.657763771689678,53.34701046840915,0
27,2,1,111,1,39.2484935302448,1164.695809603557,0
28,2,1,103,13,63.78938043088472,94.63515506193833,0
29,1,1,74,16,0.7789586989215753,0.990919150148262,0
30,1,1,87,20,3.837951322552542,18.473144941456113,0
31,1,1,61,17,34.58470112474762,137.15533029510368,0
32,2,1,99,19,0.7772387851727579,0.3178062404051058,0
33,2,1,116,18,1.2822283370136873,18.27960732031211,0
34,2,1,123,19,6.897992384515192,18.895758022759566,0
35,1,3,85,14,1.4677498415881383,0.5852540298642976,0
36,1,1,74,13,25.509092472405438,0.25824425331687717,0
37,1,1,62,27,2.4660931498809573,0.3033854958403258,0
38,2,1,107,19,66.89370445468042,24.095541699608727,0
39,2,1,125,12,60.03760497989251,142.40660068415664,0
40,2,1,134,4,2.3247039015248627,0.3410856138910337,0
41,2,1,129,19,124.25622691794493,49.6822936750608,0
42,1,3,71,14,1.169773899307528,0.39802699500070055,0
43,1,1,93,13,193.9018192104355,130.9200534037982,0
44,1,1,82,16,1.4371489171942673,0.3137711186235991,0
45,2,1,103,12,1.5607322498980793,2.140063473436001,0
46,2,1,126,17,1.5292578406816122,0.6116037685403626,0
47,2,1,125,8,2.5068472013186405,1.8869798769386676,0
48,1,1,79,5,5.432724103923064,0.43724745587812947,0
49,1,1,86,10,464.9616904184475,195.08901806838318,0
50,1,3,63,2,28.351661128254662,195.05482277159177,0
51,2,1,91,5,283.3009978609826,470.69058354204805,0
52,2,1,107,4,259.7976740935008,100.30894110554524,0
53,2,1,99,9,479.3617407547554,113.94573688245421,0
54,1,1,59,18,283.03257008011747,54.731330093222674,0
55,1,3,54,15,490.9654094627574,0.5219237169963089,0
56,1,1,46,13,203.78207582682518,0.3804977468540561,0
57,2,1,82,6,220.19478262663884,0.3984766059096675,0
58,2,1,101,19,224.16698340754684,0.3971207928964676,0
59,2,1,100,6,535.5986164956555,193.46680316205723,0
60,1,1,61,15,316.51995728025435,0.5174147457957037,0
61,1,1,70,13,5.079780145570023,0.48960690725504696,0
62,1,1,61,6,109.3854970741805,0.4312994995959169,0
63,2,1,76,12,22.32155665415793,0.8441698749739509,0
64,2,1,98,13,123.13049125232429,36.30882388808465,0
65,2,1,90,17,40.90297577966617,22.20009089247267,0
66,1,3,81,22,381.9713081475293,21.66563347100734,0
67,1,1,65,14,473.14258377740236,52.88186380182829,0
68,1,1,50,24,10.476064223248255,762.6657918915137,0
69,2,1,81,41,25.439526057693946,738.5651009190673,0
70,2,1,79,34,373.91260061446286,682.9416208378213,0
71,2,1,85,17,682.8180404015603,767.4095627579622,0
72,1,3,54,14,414.31085851418686,398.6067896224695,0
73,1,1,52,23,552.7482904058239,429.44897229054243,0
74,1,1,44,16,353.4471554113703,1567.5549799144517,0
