,action_onnut,action_virtual,reward_onnut,reward_virtual,travel_time_onnut,travel_time_virtual,teleport_number
0,1,1,0,0,0.480747316725248,0.0,0
1,1,1,13,0,563.4095604355149,0.0,0
2,2,1,5,0,0.6858429054851791,0.4380378107526413,0
3,2,1,0,0,261.659152191341,326.36029791367133,0
4,2,1,0,0,0.08891552355957393,0.30707043566760006,0
5,1,1,2,3,0.5815617362911347,0.3919185634800817,0
6,1,3,0,7,46.56215961123939,89.19285358617924,0
7,1,1,21,7,268.05685061861044,0.5021926420126889,0
8,2,1,2,3,15.641191434810965,81.81525808327228,0
9,2,1,88,4,12.476449185394426,89.1743765100414,0
10,2,1,97,11,1.2017837814559673,0.3109105973682384,0
11,1,1,90,10,2.492919071820958,32.31994410860269,0
12,1,1,83,12,8.031171980546155,78.51631769537174,0
13,1,1,70,11,1.0480576846414646,28.041581522822653,0
14,2,1,84,14,0.7022345759872186,0.29905396350530444,0
15,2,1,104,19,44.5476652721168,24.994169282940852,0
16,2,1,89,15,119.32934623780403,0.2565309639638073,0
17,2,1,89,15,25.300656079310258,105.6630052417458,0
18,1,3,98,20,19.810594130769086,56.143744591371664,0
19,1,1,77,15,191.67125077198364,0.7300375243347027,0
20,1,1,54,5,8.846479554578144,75.35501980253224,0
21,2,1,93,23,0.9069130014840917,0.4366677873628356,0
22,2,1,104,12,107.64109542726536,82.84570259375256,0
23,2,1,105,12,6.196806887232246,158.97984156864914,0
24,1,1,82,8,53.21987388487233,28.244108123907274,0
25,1,1,74,14,0.894162421749419,29.25810809994649,0
26,1,3,64,18,399.2006063487468,0.36306789719046434,0
27,2,1,85,20,30.20007195105055,185.67306476512226,0
28,2,1,106,11,3.625203951277111,32.19581192662563,0
29,2,1,105,23,26.783877646709506,0.3382722103262354,0
30,1,1,82,19,58.4752608370152,92.57244755842105,0
31,1,1,83,0,250.75877081087629,171.39982934555474,0
32,1,1,33,12,285.9275476740398,943.3589435453939,0
33,2,1,87,23,26.295420038487013,1883.4938975486039,0
34,2,1,100,9,2.638698550931558,1498.8716078006642,0
35,2,1,100,16,102.18120493082515,425.84269502782564,0
36,1,3,70,9,0.976402911495605,0.43911679431354,0
37,1,1,82,17,7.510587262759343,0.37830131002588785,0
38,1,1,57,17,2.3299963841298315,3.725455426005332,0
39,2,1,115,13,179.84510670417052,28.172628792187624,0
40,2,1,143,12,5.355358994622532,25.059144903334335,0
41,2,1,138,16,182.76874786708225,75.10352385000188,0
42,1,1,111,11,20.381959384523636,130.23188830219206,0
43,1,1,98,7,549.1813600714055,80.54810030536437,0
44,1,3,77,5,279.77237997270123,194.7772668497944,0
45,2,1,98,27,44.84027276256213,440.4153819697957,0
46,2,1,99,25,130.67015982661462,988.3443203946856,0
47,2,1,102,3,126.69488195408151,1970.888268119147,0
48,1,1,67,9,28.374439615543817,1831.576635906302,0
49,1,3,56,11,267.2037179562892,949.5196480921198,0
50,1,1,44,9,583.476540139326,1354.7923391209088,0
51,2,1,79,6,149.7393769619556,1584.876859148247,0
52,2,1,65,4,115.81038076575364,2367.662698070314,0
53,2,1,74,8,28.740948082211013,2473.9497234802216,0
54,1,1,81,8,76.07834135827012,2473.9664757688806,0
55,1,1,64,0,126.64731023458756,2817.7774030356754,0
56,1,1,53,6,99.20325631856447,1901.669244085044,0
57,2,1,83,6,242.24082915205696,2495.211727741579,0
58,2,1,102,20,740.3405058182924,1867.6523858887174,0
59,2,1,97,3,712.5593549194186,2238.8729664558737,0
60,1,3,58,9,86.60887097146363,2003.6672684066043,0
61,1,1,53,12,81.66590460818146,1774.6179946062673,0
62,1,1,44,21,78.67801583001678,1570.2269524084659,0
63,2,1,63,6,236.3462480258824,1628.8164969630493,0
64,2,1,83,9,537.0533300799536,2779.2701423976105,0
65,2,1,79,5,220.93908011102997,2731.4339578966906,0
66,1,1,68,3,105.67035060461582,2828.911454892628,0
67,1,1,58,16,300.30569778143246,2951.4090699211633,0
68,1,3,43,4,69.71098609789424,2767.541236584935,0
69,2,1,75,17,292.13765904763363,2673.77348406093,0
70,2,1,99,1,384.13858178472043,2828.857897667375,0
71,2,1,96,16,371.80521695408066,2779.249646126475,0
72,1,1,61,5,182.40490699630791,2779.2105423852313,0
73,1,1,54,10,60.23322002391653,2609.330260657891,0
74,1,1,42,3,180.1935925602085,2640.8026352561283,0
75,2,1,71,8,329.47570063717137,2886.488364130181,0
76,2,1,79,3,111.84233263699461,2829.480501672856,0
77,2,1,81,2,97.48465300262747,2685.220730266144,0
78,1,3,57,7,116.36098933812863,2830.3033317880413,0
79,1,1,58,4,170.6950135672492,2819.05001131823,0
80,1,1,48,6,322.2081987875165,2816.9549205046856,0
81,2,1,70,16,424.1470182650755,2586.4129943669836,0
82,2,1,87,18,534.4087642660667,2411.619509975497,0
83,2,1,84,2,1356.4142934868935,2629.3543238842594,0
84,1,1,49,8,38.61537074542817,2817.069769871415,0
85,1,1,55,2,35.60067616462969,2731.325273473462,0
86,1,3,38,9,32.95526563245259,2817.043128556933,0
87,2,1,64,17,46.55306351065132,2875.671360214838,0
88,2,1,88,10,110.5477378619119,2185.0731246788073,0
89,2,1,79,32,870.8934324657724,2262.3869469777524,0
90,1,3,83,18,38.403492214152166,1480.4070308897965,0
91,1,1,76,4,561.6922815178215,1399.2687353360432,0
92,1,1,73,5,40.00097503963658,109.04046274843424,0
93,2,1,84,7,20.84862450629445,1855.5878698074316,0
94,2,1,88,2,36.291460052020504,1999.09240804843,0
95,2,1,84,5,67.50095890105942,2442.5042126066483,0
96,1,1,68,8,16.404646331637924,210.22715031710806,0
97,1,1,87,34,21.514835133811108,1421.0244162665929,0
98,1,3,87,21,20.549778717869067,1281.405469912191,0
99,2,1,93,14,53.15556613207597,1602.9823345536024,0
100,2,1,93,11,159.40404500064835,2380.2992405019136,0
101,2,1,100,10,975.140484127412,1711.7409931958673,0
102,1,1,81,9,29.0588949772337,203.9550981256625,0
103,1,1,78,2,105.37861029115071,962.0069417660511,0
104,1,1,42,10,280.2047631277008,1082.581599848923,0
105,2,1,58,16,51.56082386573228,2095.834458095816,0
106,2,1,71,9,542.7043963512947,2161.5783551194254,0
107,2,1,60,0,1352.823424615039,2225.054114042764,0
108,1,3,54,5,219.9489328226236,2371.5683838104965,0
109,1,1,48,21,65.9481983047369,2111.384328236053,0
110,1,1,45,8,153.9377097359244,2111.5529139449886,0
111,2,1,73,2,376.3591953283801,2375.2914246724786,0
112,2,1,83,15,344.3106646071168,2435.6473921345396,0
113,2,1,83,14,1240.404958554208,2032.2347766967557,0
114,1,3,58,10,148.51369005782126,1975.7876227713216,0
115,1,1,58,5,87.83669601542874,2220.6762876528774,0
116,1,1,44,10,33.972227353794565,2252.9702461001975,0
117,2,1,68,12,42.23545929232176,2111.4631139631615,0
118,2,1,84,5,45.398780407452115,2253.0140639126016,0
119,2,1,88,11,199.28156952232243,2472.1659307665677,0
120,2,1,64,11,285.72689187977875,820.3122416191474,0
121,1,1,73,30,31.651389299702654,427.9335038793268,0
122,1,3,88,14,17.344293304039294,601.5980016987984,0
123,1,1,76,8,283.03497775276327,561.9480426461942,0
124,2,1,90,12,254.7317196272708,111.85144489910809,0
125,2,1,87,6,147.20577129766295,196.602328727947,1
126,2,1,96,20,177.79766367031624,173.08401038503243,0
127,1,1,92,16,277.71174969855673,250.4548640906315,0
128,1,1,62,29,150.77338193845426,132.22160178242976,0
129,1,1,49,39,135.52338311586763,330.60794412726415,0
130,2,1,57,20,213.2552946016928,870.938565791754,0
131,2,1,75,23,241.9078462051387,556.1435011777554,0
132,2,1,94,12,1134.5357527900567,607.4811817233693,0
133,1,3,51,10,241.19174133795073,2103.256488990022,0
134,1,1,34,4,12.375013879101697,2807.9469134901824,0
135,1,1,45,5,12.343764159980374,2864.452543997836,0
136,2,1,57,14,4.988278612636735,2689.9216948776725,0
137,2,1,103,13,22.87737918466233,2937.648556641332,0
138,2,1,99,10,232.76729547295994,2897.471211613651,0
139,1,1,72,12,109.05591132726306,2965.615950484913,0
140,1,1,60,12,98.22657715732218,2807.8056235001454,0
141,1,3,43,14,122.5166469137807,2784.152656738138,0
142,2,1,59,8,99.94877312302026,2649.2417902763395,0
143,2,1,67,1,81.2121666252654,2825.862124980267,0
144,2,1,75,6,474.4387751032701,3003.073890278043,0
145,1,1,67,4,251.48932243504393,2929.5646446463215,0
146,1,1,53,6,95.96234190461627,2859.5899926623506,0
147,1,1,90,9,34.64661488324627,2947.65812376274,0
148,2,1,97,6,13.473298566685457,3036.2586651514493,0
