step_time,onnut_action,virtual_action,reward_onnut,reward_virtual,total_travel_time_onnut,total_travel_time_virtual,teleport_number
54015.0,0,0,0,0,0.3857710839652988,0.0,0
54030.0,1,0,4,0,0.09014903125313162,0.0,0
54045.0,0,2,1,0,0.3128905096348509,0.0902155866505086,0
54060.0,1,1,0,0,0.39679244383475953,0.16701979712327353,0
54075.0,0,1,1,0,0.049350253224275296,0.29206857204340814,0
54090.0,0,1,1,0,0.10812768495151726,0.3053715967790398,0
54105.0,0,1,0,16,0.5015287007284509,0.5196348419303762,0
54120.0,0,1,11,17,0.5839426824399754,0.4195294923981896,0
54135.0,0,1,16,4,0.5488912818851925,0.3444244639654992,0
54150.0,1,1,80,15,0.7161194408799946,0.7712574978498848,0
54165.0,0,1,76,16,0.6640386738296576,0.32164852506009983,0
54180.0,0,1,64,21,3.394424827814942,1.209948371335334,0
54195.0,0,1,73,14,0.6251233027609202,1.3586609671851846,0
54210.0,0,0,72,9,1.45957502531079,0.9296972525878989,0
54225.0,0,1,69,25,747.2381125664044,1.0413478288664297,0
