,action_onnut,action_virtual,reward_onnut,reward_virtual,travel_time_onnut,travel_time_virtual,teleport_number
0,1,1,0,0,0.4742279473208752,0.0,0
1,1,1,14,0,3119.7647170496834,0.0,0
2,2,1,5,0,0.646043049550291,0.3431179378009407,0
3,2,1,0,0,261.641923679008,489.3995890145473,0
4,2,1,0,0,0.08982575923463852,0.27248891786524176,0
5,1,1,2,1,0.5862907722031558,0.4131899452566235,0
6,1,3,1,19,52.84965281137924,81.8305150192596,0
7,1,1,12,9,138.33317728682735,0.5625555852851856,0
8,2,1,2,4,0.857207657296921,1.6179833769516474,0
9,2,1,86,8,0.8042393657777309,0.3089445149642656,0
10,2,1,107,9,1.1341099792271676,200.09306691014382,0
11,2,1,88,5,142.74554635391877,133.9806431002625,0
12,1,1,55,6,7.713601549997173,65.6571315549605,0
13,1,1,88,12,4.586802291770759,28.396925977723967,0
14,1,3,85,17,0.8574766547247099,0.36650267006538817,0
15,2,1,102,12,37.849354969789616,178.48891560646177,0
16,2,1,94,12,5.85577183342185,1.1649286312227636,0
17,2,1,104,24,7.463487615284346,23.677124449527735,0
18,1,1,95,9,1.110052858639448,22.750044909207787,0
19,1,1,99,15,30.018089133912056,180.50560632346173,0
20,1,1,81,8,0.79224998800847,0.3832515684089194,0
21,2,1,92,17,1.2352137824322442,24.141367381827123,0
22,2,1,111,7,1.2700321122008664,0.35147134127940904,0
23,2,1,103,21,10.51605921450478,87.81899061180077,0
24,1,3,85,15,16.348942133925945,53.318957917435974,0
25,1,1,98,5,6.2608762816414405,6.314471550277289,0
26,1,1,76,26,11.2347448833929,48.55339475230977,0
27,2,1,83,10,37.24489985661529,147.61483430226565,0
28,2,1,95,6,27.637357517587233,2.112834977042672,0
29,2,1,113,17,5.205689264433331,0.6934089953273139,0
30,1,1,92,26,48.50089839839859,0.7444240386733195,0
31,1,3,89,16,562.4140796764166,272.850102697037,0
32,1,1,51,19,458.8025063910589,0.40068416806129764,0
33,2,1,97,20,27.371331499246,0.5999307021930632,0
34,2,1,137,13,1.6028111997554124,0.5828315018508218,0
35,2,1,136,11,104.46697212116896,147.59569250440893,0
36,1,1,87,12,2.044569194993911,0.4214055706786635,0
37,1,1,84,13,17.859768244140668,85.49071851856522,0
38,1,1,91,21,621.790193499602,40.95055845583357,0
39,2,1,95,22,30.39534069166882,411.1016861157841,0
40,2,1,78,28,11.17440163568891,120.94046520993017,0
41,2,1,72,34,493.19348611550987,67.2686949939083,0
42,1,3,55,22,71.68346414392727,112.4305818376393,0
43,1,1,55,17,554.9763012634552,271.8452587765645,0
44,1,1,46,16,9.171204885928317,61.800459025295886,0
45,2,1,58,28,251.94050118669003,139.78860683020895,0
46,2,1,81,32,802.0413815000048,42.054142713207554,0
47,2,1,87,21,930.8808092821441,746.7847318897137,0
48,1,1,59,12,249.25486625075595,910.3978513248782,0
49,1,1,58,17,859.6220066223265,1761.0031615168978,0
50,1,3,49,27,843.7548442966781,1602.018571484225,0
51,2,1,65,19,1095.7347603968844,2304.7171063907113,0
52,2,1,84,11,984.7516197216502,2361.128265908072,0
53,2,1,83,16,1878.984351169186,2175.9701135082664,0
54,1,1,51,23,594.7161328990775,2017.7878163523874,0
55,1,1,47,4,460.1628652541847,1826.4509608760654,0
