,action_onnut,action_virtual,reward_onnut,reward_virtual,travel_time_onnut,travel_time_virtual,teleport_number
0,1,1,0,0,0.6201197317707453,0.0,0
1,1,1,5,0,72.91378898667405,0.0,0
2,2,1,3,0,0.6519495681241437,0.4095605549129896,0
3,2,1,0,0,261.636199141913,489.3981291630679,0
4,2,1,1,0,0.6943454318989667,0.28591965069553443,0
5,1,1,1,1,2.5408260167695116,0.9281668424349114,0
6,1,3,1,12,52.913240766642666,81.82188544913296,0
7,1,1,7,4,138.31751534570682,0.48826863604341164,0
8,2,1,2,5,0.7009573760613861,0.7487265291567475,0
9,2,1,85,6,11.842824533224531,75.5704347262535,0
10,2,1,101,5,1.1523640658645358,0.3058923034274275,0
11,1,1,72,3,59.32954576436791,71.82417704299316,0
12,1,1,47,9,0.7912657914488527,1.2246774718901823,0
13,1,1,59,22,17.458749753518827,157.46080016504678,0
14,2,1,95,1,0.7141567562836871,31.960317193919956,0
15,2,1,100,11,44.13485679392575,37.41478032284188,0
16,2,1,91,11,10.794908925799044,0.23953054763688475,0
17,2,1,98,14,174.9175857705475,87.8807386711552,0
18,1,3,88,10,179.7832672374439,71.83431395253407,0
19,1,1,75,4,191.49550863705977,135.34016470484198,0
20,1,1,83,9,0.7085331983911574,0.40298470922480106,0
21,2,1,96,15,0.9173595095405132,0.3573881269703944,0
22,2,1,116,17,1.1289556807491163,0.38108994808962726,0
23,2,1,91,12,104.57048088296065,3.7775473390868544,0
24,1,1,63,10,0.6357529324419186,0.3182473060212229,0
25,1,1,90,26,9.404132608620879,75.10540819326725,0
26,1,3,82,8,10.194655012052982,81.6730810818536,0
27,2,1,86,6,26.368507511933405,568.1218672646381,0
28,2,1,111,9,114.09695439792698,106.0481587645075,0
29,2,1,97,12,43.80260623003862,0.5471169905835608,0
30,2,1,106,15,21.320828464796907,143.62603318983645,0
31,1,1,91,9,155.91351950886886,186.98785115106733,0
32,1,1,82,8,8.56588840499274,114.24048757373015,0
33,1,1,71,11,18.587154849744845,144.60583200859412,0
34,2,1,78,14,190.58369369926112,112.19121042571058,0
35,2,1,91,12,38.441927561630266,151.26521964913363,0
36,2,1,84,16,777.3530328953689,52.97081781924183,0
37,1,3,91,21,67.90499410536486,0.6032993626408526,0
38,1,1,105,21,26.10795073065611,17.18139938013367,0
39,1,1,86,16,388.8186958175745,138.88113133126737,0
40,2,1,101,14,38.25803548137832,15.239182352116384,0
41,2,1,117,23,3.299844997814749,16.60099400757986,0
42,2,1,126,17,545.083625859816,49.3037793676676,0
43,1,1,78,11,62.21691838887683,272.9462431938495,0
44,1,1,65,14,2.6721712451289945,5.2993541325202065,0
45,1,3,56,15,202.46271159933406,2.086334245298872,0
46,2,1,81,21,224.14349249710102,133.27823538957009,0
47,2,1,109,17,210.9810896453558,74.53091089946909,0
48,2,1,104,11,548.8159581812813,49.95001518912482,0
49,1,1,77,19,197.91320994877822,267.86752593111447,0
