,reward_onnut,reward_virtual,travel_time_onnut,travel_time_virtual
774,93,15,246766.0683,14156.8151
775,84,10,319198.6901,37754.11335
776,55,15,227022.87,5026.705364
777,56,14,242377.8777,10608.72057
778,68,14,292113.7395,8599.019422
779,82,16,233931.5328,3976.801355
780,85,15,194152.343,229.6283053
781,92,16,82086.37445,8139.318863
782,79,11,53436.92092,6930.021135
783,83,17,116061.1769,11769.32514
784,45,13,171089.2275,3619.032868
785,77,16,110113.6126,38568.36669
786,85,15,77965.98028,15152.56053
787,98,12,176227.4289,14303.05673
788,85,13,147301.2681,9885.149085
789,72,26,13071.96579,23169.26854
790,74,11,3390.115874,8901.652977
791,50,13,46420.26924,22717.19064
792,40,17,21906.1813,37706.73997
793,66,25,5275.134864,31316.22776
794,81,28,1739.965612,75680.76611
795,88,9,7529.877278,26485.94495
796,126,15,18210.51697,10520.82613
797,109,22,10642.8924,9766.011683
798,75,27,65726.50748,50014.66053
799,65,12,94649.94559,63352.46904
800,76,21,38782.43895,45508.20521
801,63,10,48308.84279,43133.50462
802,94,21,11507.99781,19367.34246
803,86,9,29331.68012,13431.92044
804,72,20,13488.46078,9336.803623
805,88,26,7828.831257,14786.02812
806,83,23,76816.14469,12129.20528
807,101,13,32379.80294,43471.46253
808,88,14,28823.99296,3691.86935
809,108,16,85735.56442,9855.456801
810,100,13,122923.9778,22473.86052
811,90,10,209243.9283,23178.50385
812,83,11,192177.6181,26835.10726
813,91,14,158897.353,25349.91356
814,91,19,177451.5725,36868.76585
815,104,13,28377.08405,23810.2123
816,101,21,10653.18232,3106.902565
817,97,21,5028.152462,4900.659218
818,89,9,49175.60614,32754.72184
819,113,14,33284.49292,90008.3035
820,125,16,15669.20462,14991.4227
821,110,23,63237.43943,8646.146779
822,99,24,24196.02912,16968.33381
823,106,6,7857.533103,7189.278283
824,92,16,47174.92587,10478.95369
825,107,21,51105.74784,91266.95425
826,93,5,67820.95972,165803.4154
827,123,6,52663.84252,176583.3633
828,98,6,21369.8982,214183.958
829,96,18,5421.21112,52476.49081
830,109,11,20131.42131,13120.20379
831,120,16,20304.89322,19264.05269
832,125,13,40125.67816,27587.4951
833,104,15,55875.74445,103678.2247
834,89,12,41325.55013,184917.504
835,87,8,23307.9593,183348.5509
836,96,12,40983.15315,68017.75728
837,121,15,15079.15259,108908.9571
838,96,0,83117.83143,166736.7339
839,68,0,195490.33,184422.7418
840,53,12,197635.7162,224380.6059
841,58,5,162266.6891,282740.759
842,62,23,118085.8022,305588.4696
843,73,11,123831.14,335739.6447
844,76,9,160863.2471,329251.7892
845,60,8,197580.9048,326323.9721
846,58,9,191176.5784,329326.7542
847,46,4,125096.5575,290124.277
848,34,9,126707.1238,208042.3185
849,82,20,128538.8349,183082.3428
850,102,33,113612.6118,159849.0452
851,98,1,120049.3558,171893.8662
852,61,10,114374.0568,159964.5032
853,53,22,111238.9268,240336.6529
854,54,14,121757.6392,290640.1227
855,81,3,121245.1266,204235.5066
856,96,19,124944.5609,94186.62542
857,105,14,134265.5653,127943.8295
858,62,2,185467.3594,185570.4636
859,60,5,171558.0674,227648.9881
860,21,0,156364.6027,292881.7229
861,82,5,294782.5781,343573.1413
862,95,5,365956.1379,361448.6212
863,99,2,447484.9061,353064.3522
864,58,8,312809.2038,342542.293
865,47,24,226789.0466,341326.0678
866,28,6,304169.473,362987.5139
867,89,5,169479.671,351562.1479
868,114,3,237511.9556,334865.7541
869,100,15,334295.2239,279395.8732
870,75,5,327453.2662,288515.936
871,50,2,383028.5669,267483.5262
872,83,15,258423.1955,214052.5075
873,85,11,195176.484,245681.9096
874,55,24,204503.949,247058.0281
875,97,10,119897.2229,206330.5749
876,96,12,43538.04171,185814.6248
877,106,14,42543.69493,113012.0332
878,79,10,33584.55772,73215.18925
879,60,27,128015.5227,126445.9072
880,59,6,139280.8389,99428.15455
881,77,10,20787.39025,19050.25247
882,108,23,7209.668231,5329.075421
883,105,12,21999.12911,23881.13433
884,80,27,4359.163741,7263.574672
885,92,26,42935.13994,27681.51743
886,76,14,79971.73439,53747.36514
887,68,23,88893.16617,47199.99724
888,85,11,34060.9219,62953.69581
889,64,7,126143.739,144406.5078
890,95,9,172727.4562,91670.76437
891,41,4,223842.2076,49686.11501
892,48,13,139548.113,9748.945932
893,80,24,96490.20783,5258.371345
894,76,17,183528.7912,22311.77669
895,71,10,174592.9226,47523.50305
896,72,16,161146.7743,15093.34189
897,41,27,314263.2336,28998.27522
898,75,15,265929.9683,35521.94293
899,63,10,348521.9806,81129.87717
900,56,16,355811.8727,95373.11945
901,71,13,381311.4042,121625.4245
902,81,12,396094.6322,116386.9368
903,98,9,424638.0746,77675.11114
904,61,14,345532.1809,42799.30584
905,43,25,294233.2997,95953.95824
906,58,19,199139.778,111336.6926
907,86,15,200080.3877,69111.12304
908,81,28,154863.7073,42769.1124
909,96,36,121731.0252,38641.02556
910,62,23,58389.94237,71818.00963
911,81,13,70254.98714,48436.35219
912,113,10,107013.3031,23770.67749
913,117,20,141434.3929,12175.6861
914,120,12,171814.9719,38026.62661
915,111,10,159130.665,21312.63934
916,118,9,195591.7443,15948.5198
917,107,11,155825.9581,5359.837029
918,100,12,119849.3667,12242.32941
919,87,25,82387.01492,7206.019834
920,83,17,80531.39257,9187.065308
921,88,24,256438.6221,9201.396129
922,70,26,335518.4837,21578.01386
923,77,11,385323.2158,16783.2513
924,93,10,397363.782,19111.33391
925,69,11,348743.501,12808.37589
926,59,12,360021.6355,22276.43144
927,43,12,356956.061,11062.97327
928,49,12,378091.3868,9953.894853
929,74,15,483488.964,8932.64029
930,69,12,478597.0989,381.0638604
931,72,8,432140.8317,10284.36559
932,65,17,418755.1938,22859.16877
933,67,14,429623.8891,15798.61816
934,65,13,412447.9688,8781.48035
935,62,12,353261.2218,11940.49234
936,70,9,318475.9257,11098.70991
937,94,23,226454.7122,11510.26155
938,103,15,164785.9817,22989.77521
939,127,19,90264.96522,10451.06146
940,91,14,164900.8038,20933.22881
941,70,14,224299.6684,14103.25599
942,51,17,258193.879,21894.18097
943,71,14,116251.5139,24804.71337
944,84,18,50409.29697,17782.91113
945,86,12,28687.319,29477.26863
946,75,14,13869.5293,23408.76083
947,97,10,12816.25677,18176.29811
948,82,15,39303.99121,11016.79623
949,99,18,19085.98089,24047.16329
950,72,22,150152.3073,10137.24327
951,75,12,129930.2477,11144.12455
952,79,19,57218.85727,16750.81988
953,105,17,80099.62126,20228.21352
954,82,14,147644.7934,73280.75781
955,77,9,57042.33951,22065.91723
956,50,16,13478.17253,11731.71458
957,107,17,14732.22795,8714.238438
958,98,27,15797.4788,13955.90842
959,88,8,68889.55029,17025.86181
