step_time,onnut_action,virtual_action,reward_onnut,reward_virtual,total_travel_time_onnut,total_travel_time_virtual,teleport_number
54015.0,0,0,0,0,0.4328662642710852,0.0,0
54030.0,1,1,3,0,0.08758453479041746,0.0,0
54045.0,0,0,2,0,0.4043110431009814,0.10971102051604467,0
54060.0,1,1,0,0,0.3909978059163254,0.1692572670232754,0
54075.0,0,1,0,0,0.052133181619749565,0.28474099410322756,0
54090.0,0,2,1,2,0.10042481642502026,0.23857194606666923,0
54105.0,0,1,0,7,0.45356755130162935,0.37198982311983064,0
54120.0,0,1,28,11,0.6135430245885385,0.4709380529764508,0
54135.0,0,1,31,4,0.5600518331512557,0.25264209663923604,0
54150.0,1,2,68,11,0.7492691014003741,0.3334051768489611,0
54165.0,1,2,86,15,1.1541558382323822,0.5332470672345158,0
54180.0,0,1,81,10,1.6107400246767734,6.073457061584317,0
54195.0,1,1,93,16,0.8951927644416274,0.6608762735013508,0
54210.0,1,0,103,13,1.176565365415966,0.39082145431211085,0
54225.0,1,1,101,22,1.7679520007963996,0.530101731040377,0
54240.0,1,1,88,12,16.851898203672068,250.370688767987,0
54255.0,1,0,76,9,0.6432063628257919,2.092008676004963,0
54270.0,1,0,96,20,1.0987497107085469,0.6150928301275621,0
54285.0,1,2,101,17,1.919422373460903,1.1892645403938544,0
54300.0,0,1,78,6,33.863257598177846,14.93264066102518,0
54315.0,1,1,84,9,1.3362231524754957,0.9109995693257188,0
54330.0,0,1,90,20,0.6870960490966156,0.6833600491134748,0
54345.0,1,1,98,19,1.0011172064011544,0.7860699695352216,0
54360.0,1,1,99,12,57.65217226653692,109.44631347134657,0
54375.0,1,1,91,15,288.4234803380352,0.5846792023772609,0
54390.0,0,1,90,18,1.1420237274381582,1.076514360277002,0
54405.0,1,1,115,17,1.6772686625766247,1.220796567291661,0
54420.0,0,1,85,2,180.5542260410457,91.23950810165312,0
54435.0,1,1,100,14,193.2840139256606,0.607946935658007,0
54450.0,0,1,96,19,158.69063297645707,0.522241751289435,0
54465.0,0,1,75,19,2.2600501304443457,0.8416412297930127,0
54480.0,1,1,109,13,15.218628739817182,44.195275367040075,0
54495.0,1,1,120,18,11.502133224923085,54.11206189231276,0
54510.0,0,1,77,24,2.8707427403113535,1.1366705561184993,0
54525.0,0,1,53,18,768.7909401522724,3.908751032677614,0
54540.0,0,1,37,14,766.6934099323604,389.2588559045163,0
54555.0,1,1,78,16,14.42528577770418,0.6962049903553804,0
54570.0,1,1,110,25,37.550043458894045,0.6653478053204072,0
54585.0,1,1,99,27,15.033147906499552,345.6642242118205,0
54600.0,1,1,67,7,208.814003959561,3.7486999252117275,0
54615.0,1,1,72,5,3.478288466978139,1.7801486813884777,0
54630.0,0,1,82,9,492.5464563374734,67.63219956284954,0
54645.0,0,1,56,5,512.5095757457945,806.813261359962,0
54660.0,1,1,92,0,23.94288313627875,920.5597202486086,0
54675.0,0,1,67,4,1.9757755073204035,826.2282211485433,0
54690.0,1,1,92,5,3.4388777034968343,754.4274394748181,0
54705.0,1,1,95,1,51.60974071141157,771.0120796642104,0
54720.0,0,1,64,6,1.8837066627924992,846.1561893229522,0
54735.0,0,0,35,3,31.90748641602934,788.4697885667346,0
54750.0,0,2,39,11,44.10092985920385,722.7864008987398,0
54765.0,1,1,76,17,461.2215910443632,694.0996327222072,1
