step_time,onnut_action,virtual_action,reward_onnut,reward_virtual,total_travel_time_onnut,total_travel_time_virtual,teleport_number
54015.0,0,0,0,0,0.3857710839652988,0.0,0
54030.0,1,0,4,0,0.09014903125313162,0.0,0
54045.0,0,1,1,0,0.3128905096348509,0.0902155866505086,0
54060.0,1,1,0,0,0.39679244383475953,0.16701979712327353,0
54075.0,0,1,1,0,0.049350253224275296,0.29206857204340814,0
54090.0,1,1,1,0,0.10812768495151726,0.3053715967790398,0
54105.0,1,1,0,16,0.5015287007284509,0.5196348419303762,0
54120.0,0,1,11,17,0.5839426824399754,0.4195294923981896,0
54135.0,1,1,1,4,0.5568003219201845,0.3444244639654992,0
54150.0,0,1,50,11,0.5961507220334751,0.2862068351087362,0
54165.0,1,1,84,17,0.6340606123193678,0.28120259560735006,0
54180.0,0,2,66,13,0.6283516942920676,0.4699885273230342,0
54195.0,0,2,60,15,0.6802683880652691,0.3416067759861709,0
54210.0,1,2,76,22,0.7262102166646157,0.8012893339804457,0
54225.0,0,1,67,24,0.5796125974559616,1.7286667122222814,0
54240.0,0,0,74,12,73.23824835760185,1.4381173271576022,0
54255.0,0,0,74,13,0.6328111026367967,0.39540654064714725,0
54270.0,1,2,104,17,0.6497878411471839,0.4974558231988113,0
54285.0,1,2,104,14,1.0026229446380415,1.3290043422756865,0
54300.0,1,1,92,5,75.48423847637673,335.17635079095203,0
54315.0,0,1,65,12,0.5323080926146901,1.0398396233235145,0
54330.0,1,2,97,10,1.1780398086008903,0.6069230825147678,0
54345.0,1,1,95,21,1.5398686847066483,1.1582264951538417,1
54360.0,0,1,82,17,0.6679302879547057,773.7035445140438,0
54375.0,1,2,98,16,1.21859497823866,1001.9786125362566,0
54390.0,1,1,101,27,2.2790445624866664,1382.2447826987438,0
54405.0,0,1,83,15,0.8353769810482518,1351.5518420024648,0
54420.0,0,2,109,14,204.1082809998342,1918.4985772135844,0
54435.0,1,1,107,7,1.0481306956094982,774.8680735410599,0
54450.0,1,0,98,15,2.0627763148414417,2.247360834894959,0
54465.0,1,2,86,8,2.072350978646772,0.6882394239604145,1
54480.0,0,2,80,7,32.03013897334395,208.95821554238813,0
54495.0,1,2,71,17,11.097225497958147,0.8151871388724462,0
54510.0,0,1,88,22,1.0127441991219481,0.44253454237299117,0
54525.0,1,1,109,16,77.1628468886667,1.0063227855824373,0
54540.0,1,1,94,16,42.50312790233646,235.88108526799536,0
54555.0,0,2,58,18,220.6246325625105,1.2984754037385093,0
54570.0,0,2,53,17,197.6974747965311,0.7003793849219342,0
54585.0,1,2,83,16,188.8954842822674,0.43653493767949497,0
54600.0,1,2,89,9,35.88272077154786,202.81980692806778,0
54615.0,0,2,63,8,0.9312049895322387,6.548892010018385,0
54630.0,0,2,67,11,19.724612655022277,26.975515475032747,0
54645.0,0,2,66,14,212.17024255019186,0.39366703673225184,0
54660.0,0,2,54,14,266.39858335868917,131.136346562887,0
54675.0,1,2,99,14,1.050156229764455,1.3596658206032395,0
54690.0,0,2,83,7,1.8236515818808459,1.5834536405776605,0
54705.0,1,2,76,17,1.1251290201899127,2.966039936784325,0
54720.0,0,2,61,4,34.80449988074661,560.14167873661,0
54735.0,1,2,93,3,1.3824868358642848,811.1879644800997,0
54750.0,1,2,101,13,2.3661392570058686,702.8160375029438,0
54765.0,1,1,99,21,4.005812113616806,1.0956286543363345,0
54780.0,0,1,78,12,483.42808793870813,134.51384503574815,0
54795.0,1,1,89,15,88.77704342731846,0.7576640276475767,0
54810.0,1,1,76,20,92.9722440675736,0.359898177489661,0
54825.0,1,2,49,16,139.16420166107525,0.6222467451678252,0
54840.0,0,2,61,2,288.56996587540624,131.13951705032972,0
54855.0,0,2,64,23,215.76670773417635,0.8508525159541608,0
54870.0,1,2,103,26,1.6879276930081073,2.6878706141287765,1
54885.0,1,2,103,24,2.8872796908583624,262.10491243674,0
54900.0,0,2,88,10,136.47888703705962,1388.9854264905912,0
54915.0,1,2,86,17,148.61193188564533,729.3508443304413,0
54930.0,1,2,99,22,326.8867709293823,496.43604125652513,0
54945.0,1,2,85,19,43.00210462947644,1863.7681095296064,1
54960.0,0,2,87,19,2.547916002040738,514.0571621304821,0
54975.0,0,1,94,21,1.0432299112342105,595.912262790274,0
54990.0,1,0,114,14,1.598008813975265,1.913117688697151,0
55005.0,1,1,109,22,2.802768024234782,18.78510077735699,0
55020.0,0,1,76,11,1.4078379224288677,1.1742733948120585,0
55035.0,0,1,75,6,1.0124967628747343,0.5943404556741335,0
55050.0,1,1,86,26,3.4734466533625934,0.8798634752654969,0
55065.0,0,1,82,32,665.0565501361308,193.25578444105267,0
55080.0,1,1,112,30,68.65488269638303,127.31193204201884,0
55095.0,1,0,99,27,55.883359151010126,72.10120113981348,0
55110.0,1,2,93,36,27.72131932653313,238.06387452818856,0
55125.0,0,2,64,24,165.95918876671576,5.140923576042434,0
55140.0,0,2,50,15,479.0963004316837,137.85928552901254,0
55155.0,0,2,71,36,461.4294653148397,47.85347492259007,0
55170.0,0,2,55,27,131.72925661140584,957.8181331653552,0
55185.0,1,2,94,9,31.744417826422755,835.6361160765896,0
55200.0,1,1,98,7,272.8470065443246,981.4671820528715,0
55215.0,0,0,60,3,1.601462071712462,913.3410398075789,0
55230.0,0,2,52,16,1.45441194048036,853.7907201852391,0
55245.0,0,2,40,8,2.1618426734533167,801.5632943890639,0
55260.0,0,2,47,2,29.045971690274733,960.5260590081406,0
55275.0,1,2,81,6,5.074758263734283,935.0830073830579,0
55290.0,0,1,71,23,174.33889167381153,788.17646819951,0
55305.0,0,1,92,12,326.78681989696497,707.2143015229311,0
55320.0,1,2,100,0,4.509481832999742,810.6695236598772,1
55335.0,1,2,109,4,2.2248798968727654,874.6189140986853,0
55350.0,0,2,78,9,1.6811301120883735,755.3967342035195,0
55365.0,1,2,99,7,4.19869161117026,708.3034901649851,0
55380.0,0,2,59,14,34.01574575566784,115.13363133926929,0
55395.0,1,2,76,13,1.6862029850015077,0.8949749850930424,0
55410.0,0,2,82,24,2.279629991794414,0.4171261434505799,0
55425.0,1,2,73,21,13.14239757433128,0.46619785768063116,0
55440.0,1,2,94,11,194.4647570605117,136.4078659732615,1
55455.0,1,2,88,17,4.247238400693272,0.8185445244825235,0
55470.0,1,2,78,26,1.84477426724313,2.391223414582815,0
55485.0,1,2,75,15,24.686283817917538,0.3945307943785854,0
55500.0,1,2,74,14,19.604001407152627,132.821362287807,0
55515.0,1,1,68,15,2.084041448429832,1.0860697211238075,0
55530.0,1,0,68,16,3.701341716590146,0.7464550156307667,0
55545.0,1,2,73,17,694.5640457634488,324.04076301694334,0
55560.0,1,2,50,3,712.575335095151,32.14205513446519,0
55575.0,1,1,88,15,2.36959796894356,2.174544147843844,0
55590.0,1,1,108,23,152.9242709455309,736.670780613039,0
55605.0,0,2,97,19,579.0125541111644,1.7353556349330466,0
55620.0,1,2,104,15,585.2138596154305,140.74719049417962,0
55635.0,1,2,103,12,537.1073690352661,0.9779614067742227,0
55650.0,0,2,78,23,51.8349680219898,0.534892018971189,0
55665.0,1,2,98,23,37.83528933962358,1.0453725297961678,0
55680.0,0,2,61,11,26.903779230178507,1.319477101659495,0
55695.0,0,1,40,7,428.45014595499407,0.7330059472833378,0
55710.0,0,0,29,20,465.2493466113241,5.403778769900444,0
55725.0,1,0,80,20,23.489720576181025,697.0369981898527,0
55740.0,1,2,99,7,26.2334868308445,598.8251497272297,0
55755.0,0,1,71,4,2.1005115919011224,563.1759626150053,0
55770.0,1,1,96,13,4.475453793285876,1526.424288834219,0
55785.0,1,2,117,5,2.9180218929346466,2646.1483995077324,0
55800.0,0,2,97,1,22.343386947538438,2859.799012865126,0
55815.0,1,2,105,7,3.53786104912093,2924.518534644155,0
55830.0,1,2,98,17,136.62127666275362,1121.5844741648052,0
