step_time,onnut_action,virtual_action,reward_onnut,reward_virtual,total_travel_time_onnut,total_travel_time_virtual,teleport_number
54015.0,0,0,0,0,0.46234717142437615,0.0,0
54030.0,1,2,3,0,0.08975969194416542,0.0,0
54045.0,1,2,1,0,0.4016331308106724,0.10400027613489385,0
54060.0,1,2,0,0,0.39430556088964,0.1720224497635886,0
54075.0,1,2,0,0,0.05050637487950174,0.25148176943518835,0
54090.0,1,2,1,2,0.093493693065346,0.24600372658356434,0
54105.0,1,2,1,3,0.4648032292335805,0.24311750529497284,0
54120.0,1,2,1,7,0.633629891523805,0.29883807562463716,0
54135.0,1,2,3,7,0.531982895569225,0.27644599511214013,0
54150.0,1,2,87,6,0.6332999966330701,0.2599218507995108,0
54165.0,1,2,98,10,0.9679746886212139,0.27635048319014205,0
54180.0,1,0,101,19,1.4368792611099719,0.5528286836904454,0
54195.0,1,2,74,16,0.6334830780036743,0.3278904720386737,0
54210.0,1,2,102,24,1.149062808563769,0.3843738553599997,0
54225.0,1,2,103,25,2.499085410355391,0.3417791321977733,0
54240.0,1,2,95,20,3.2827454025144958,0.5200141410798111,0
54255.0,1,2,76,19,1.3588210185047673,3.402758158739148,0
54270.0,1,2,105,36,2.8072324645457876,0.3918747549133881,0
54285.0,1,2,98,22,4.902866702486367,11.639165987754117,0
54300.0,1,2,97,19,1280.0988061196797,874.2479291324839,0
54315.0,1,2,64,24,2.9599351136266487,468.7531262701309,0
54330.0,1,2,98,26,2.5447033653633864,1.39561191614985,0
54345.0,1,0,102,29,12.17006868157992,34.86581908385774,0
54360.0,1,0,100,17,1030.5230643985262,336.4809772493654,0
54375.0,1,2,66,11,4.373645302640884,0.3569832294609243,0
54390.0,1,2,102,14,5.34826544450327,0.3250183859847404,0
54405.0,1,2,105,9,15.5653301150556,0.3577821360925417,0
54420.0,1,2,106,6,837.0706909745788,23.675906828180164,0
54435.0,1,2,65,10,62.06344958257912,0.8429037183368447,0
54450.0,1,2,84,20,10.231479430517195,0.7214877170175245,0
54465.0,1,2,90,10,12.712521499579566,0.7031970629259771,0
54480.0,1,2,79,10,380.169880054754,1.802901544861183,0
54495.0,1,2,63,10,8.333105451063984,0.5771122655780978,0
54510.0,1,2,111,10,7.072044632678879,0.31795075547934293,0
54525.0,1,0,110,16,26.259570990181977,0.3004629049683445,0
54540.0,1,0,105,3,653.6007616892492,343.5375864962412,0
54555.0,1,2,64,12,76.51264821735516,160.52223579216326,0
54570.0,1,2,97,35,7.450809736280389,0.7393186138833695,0
54585.0,1,2,96,22,57.74662496257757,0.7137912129294314,0
54600.0,1,2,93,17,34.10034014171964,0.7984182311423761,0
54615.0,1,2,74,29,12.870184223042957,0.4191149988657419,0
54630.0,1,2,90,30,8.685732708587032,0.37456206274563086,0
